Transit.land ID,TransitFeeds ID,mdb_source_id,data_type,entity_type,provider,name,note,static_reference,direct_download,authentication_type,authentication_info,api_key_parameter_name,license
,,,gtfs_rt,sa,Exo Sud-ouest,,,742,https://opendata.exo.quebec/ServiceGTFSR/Alert.pb?token={API_KEY}&agency=CITSO,3,https://exo.quebec/fr/a-propos/donnees-ouvertes/FormulaireDemandeAcces,,https://exo.quebec/fr/a-propos/donnees-ouvertes/FormulaireDemandeAcces
,,,gtfs_rt,vp,Exo Sud-ouest,,,742,https://opendata.exo.quebec/ServiceGTFSR/VehiclePosition.pb?token={API_KEY}&agency=CITSO,3,https://exo.quebec/fr/a-propos/donnees-ouvertes/FormulaireDemandeAcces,,https://exo.quebec/fr/a-propos/donnees-ouvertes/FormulaireDemandeAcces
,,,gtfs_rt,tu,Exo Sorel-Varennes,,,741,https://opendata.exo.quebec/ServiceGTFSR/TripUpdate.pb?token={API_KEY}&agency=CITSV,3,https://exo.quebec/fr/a-propos/donnees-ouvertes/FormulaireDemandeAcces,,https://exo.quebec/fr/a-propos/donnees-ouvertes/FormulaireDemandeAcces
,,,gtfs_rt,sa,Exo Sorel-Varennes,,,741,https://opendata.exo.quebec/ServiceGTFSR/Alert.pb?token={API_KEY}&agency=CITSV,3,https://exo.quebec/fr/a-propos/donnees-ouvertes/FormulaireDemandeAcces,,https://exo.quebec/fr/a-propos/donnees-ouvertes/FormulaireDemandeAcces
,,,gtfs_rt,vp,Exo Sorel-Varennes,,,741,https://opendata.exo.quebec/ServiceGTFSR/VehiclePosition.pb?token={API_KEY}&agency=CITSV,3,https://exo.quebec/fr/a-propos/donnees-ouvertes/FormulaireDemandeAcces,,https://exo.quebec/fr/a-propos/donnees-ouvertes/FormulaireDemandeAcces
,,,gtfs_rt,tu,Exo Ville de Sainte-Julie,,,753,https://opendata.exo.quebec/ServiceGTFSR/TripUpdate.pb?token={API_KEY}&agency=OMITSJU,3,https://exo.quebec/fr/a-propos/donnees-ouvertes/FormulaireDemandeAcces,,https://exo.quebec/fr/a-propos/donnees-ouvertes/FormulaireDemandeAcces
,,,gtfs_rt,sa,Exo Ville de Sainte-Julie,,,753,https://opendata.exo.quebec/ServiceGTFSR/Alert.pb?token={API_KEY}&agency=OMITSJU,3,https://exo.quebec/fr/a-propos/donnees-ouvertes/FormulaireDemandeAcces,,https://exo.quebec/fr/a-propos/donnees-ouvertes/FormulaireDemandeAcces
,,,gtfs_rt,vp,Exo Ville de Sainte-Julie,,,753,https://opendata.exo.quebec/ServiceGTFSR/VehiclePosition.pb?token={API_KEY}&agency=OMITSJU,3,https://exo.quebec/fr/a-propos/donnees-ouvertes/FormulaireDemandeAcces,,https://exo.quebec/fr/a-propos/donnees-ouvertes/FormulaireDemandeAcces
,,,gtfs_rt,tu,Exo Chambly-Richelieu-Carignan,,,750,https://opendata.exo.quebec/ServiceGTFSR/TripUpdate.pb?token={API_KEY}&agency=CITCRC,3,https://exo.quebec/fr/a-propos/donnees-ouvertes/FormulaireDemandeAcces,,https://exo.quebec/fr/a-propos/donnees-ouvertes/FormulaireDemandeAcces
,,,gtfs_rt,sa,Exo Chambly-Richelieu-Carignan,,,750,https://opendata.exo.quebec/ServiceGTFSR/Alert.pb?token={API_KEY}&agency=CITCRC,3,https://exo.quebec/fr/a-propos/donnees-ouvertes/FormulaireDemandeAcces,,https://exo.quebec/fr/a-propos/donnees-ouvertes/FormulaireDemandeAcces
,,,gtfs_rt,vp,Exo Chambly-Richelieu-Carignan,,,750,https://opendata.exo.quebec/ServiceGTFSR/VehiclePosition.pb?token={API_KEY}&agency=CITCRC,3,https://exo.quebec/fr/a-propos/donnees-ouvertes/FormulaireDemandeAcces,,https://exo.quebec/fr/a-propos/donnees-ouvertes/FormulaireDemandeAcces
,,,gtfs_rt,tu,Exo Haut-Saint-Laurent,,,745,https://opendata.exo.quebec/ServiceGTFSR/TripUpdate.pb?token={API_KEY}&agency=CITHSL,3,https://exo.quebec/fr/a-propos/donnees-ouvertes/FormulaireDemandeAcces,,https://exo.quebec/fr/a-propos/donnees-ouvertes/FormulaireDemandeAcces
,,,gtfs_rt,sa,Exo Haut-Saint-Laurent,,,745,https://opendata.exo.quebec/ServiceGTFSR/Alert.pb?token={API_KEY}&agency=CITHSL,3,https://exo.quebec/fr/a-propos/donnees-ouvertes/FormulaireDemandeAcces,,https://exo.quebec/fr/a-propos/donnees-ouvertes/FormulaireDemandeAcces
,,,gtfs_rt,vp,Exo Haut-Saint-Laurent,,,745,https://opendata.exo.quebec/ServiceGTFSR/VehiclePosition.pb?token={API_KEY}&agency=CITHSL,3,https://exo.quebec/fr/a-propos/donnees-ouvertes/FormulaireDemandeAcces,,https://exo.quebec/fr/a-propos/donnees-ouvertes/FormulaireDemandeAcces
,,,gtfs_rt,tu,Exo Le Richelain,,,746,https://opendata.exo.quebec/ServiceGTFSR/TripUpdate.pb?token={API_KEY}&agency=CITLR,3,https://exo.quebec/fr/a-propos/donnees-ouvertes/FormulaireDemandeAcces,,https://exo.quebec/fr/a-propos/donnees-ouvertes/FormulaireDemandeAcces
,,,gtfs_rt,sa,Exo Le Richelain,,,746,https://opendata.exo.quebec/ServiceGTFSR/Alert.pb?token={API_KEY}&agency=CITLR,3,https://exo.quebec/fr/a-propos/donnees-ouvertes/FormulaireDemandeAcces,,https://exo.quebec/fr/a-propos/donnees-ouvertes/FormulaireDemandeAcces
,,,gtfs_rt,vp,Exo Le Richelain,,,746,https://opendata.exo.quebec/ServiceGTFSR/VehiclePosition.pb?token={API_KEY}&agency=CITLR,3,https://exo.quebec/fr/a-propos/donnees-ouvertes/FormulaireDemandeAcces,,https://exo.quebec/fr/a-propos/donnees-ouvertes/FormulaireDemandeAcces
f-art~rt,arlington-transit/150,,gtfs_rt,tu,Arlington Transit,,,485,http://realtime.commuterpage.com/rtt/public/utility/gtfsrealtime.aspx/tripupdate,0,,,https://www.arlingtontransit.com/riding-art/rider-tools/tools-for-developers/
,,,gtfs_rt,tu,"SeaLink Pine Harbour, Waikato Regional Council, Pavlovich Transport Solutions, AT Metro",Auckland Transport Developer,,1029,https://api.at.govt.nz/v2/public/realtime/tripupdates,2,https://dev-portal.at.govt.nz/,Ocp-Apim-Subscription-Key,https://dev-portal.at.govt.nz/
,,,gtfs_rt,sa,"SeaLink Pine Harbour, Waikato Regional Council, Pavlovich Transport Solutions, AT Metro",Auckland Transport Developer,,1029,https://api.at.govt.nz/v2/public/realtime/servicealerts,2,https://dev-portal.at.govt.nz/,Ocp-Apim-Subscription-Key,https://dev-portal.at.govt.nz/
,,,gtfs_rt,vp,"SeaLink Pine Harbour, Waikato Regional Council, Pavlovich Transport Solutions, AT Metro",Auckland Transport Developer,,1029,https://api.at.govt.nz/v2/public/realtime/vehiclelocations,2,https://dev-portal.at.govt.nz/,Ocp-Apim-Subscription-Key,https://dev-portal.at.govt.nz/
,,,gtfs_rt,sa,BC Transit (Campbell River Transit),,,691,https://bct.tmix.se/gtfs-realtime/alerts.pb?operatorIds=12,0,,,
,,,gtfs_rt,tu,BC Transit (Campbell River Transit),,,691,https://bct.tmix.se/gtfs-realtime/tripupdates.pb?operatorIds=12,0,,,
,,,gtfs_rt,vp,BC Transit (Campbell River Transit),,,691,https://bct.tmix.se/gtfs-realtime/vehicleupdates.pb?operatorIds=12,0,,,
,,,gtfs_rt,vp,BC Transit (Cowichan Valley Regional Transit System),,,694,https://bct.tmix.se/gtfs-realtime/vehicleupdates.pb?operatorIds=10,0,,,
,,,gtfs_rt,sa,BC Transit (Cowichan Valley Regional Transit System),,,694,https://bct.tmix.se/gtfs-realtime/alerts.pb?operatorIds=10,0,,,
,,,gtfs_rt,tu,BC Transit (Cowichan Valley Regional Transit System),,,694,https://bct.tmix.se/gtfs-realtime/tripupdates.pb?operatorIds=10,0,,,
f-barrie~rt,barrie-transit/523,,gtfs_rt,vp,Barrie Transit,,,3,http://www.myridebarrie.ca/gtfs/GTFS_VehiclePositions.pb,0,,,
f-barrie~rt,barrie-transit/845,,gtfs_rt,sa,Barrie Transit,,,3,http://www.myridebarrie.ca/gtfs/GTFS_ServiceAlerts.pb,0,,,
f-barrie~rt,barrie-transit/844,,gtfs_rt,tu,Barrie Transit,,,3,http://www.myridebarrie.ca/gtfs/GTFS_TripUpdates.pb,0,,,
f-bart~rt,bart/286,,gtfs_rt,sa,Bay Area Rapid Transit (BART),,,53,http://api.bart.gov/gtfsrt/alerts.aspx,0,,,
f-bart~rt,bart/287,,gtfs_rt,tu,Bay Area Rapid Transit (BART),,,53,http://api.bart.gov/gtfsrt/tripupdate.aspx,0,,,
f-c0z4-bctransit~comoxvalleytransitsystem~rt,bc-transit/976,,gtfs_rt,vp,BC Transit (Comox Valley Transit System),,,693,http://comox.mapstrat.com/current/gtfrealtime_VehiclePositions.bin,0,,,https://www.bctransit.com/open-data/terms-of-use
f-c0z4-bctransit~comoxvalleytransitsystem~rt,bc-transit/974,,gtfs_rt,sa,BC Transit (Comox Valley Transit System),,,693,https://comox.mapstrat.com/current/gtfrealtime_ServiceAlerts.bin,0,,,https://www.bctransit.com/open-data/terms-of-use
f-c0z4-bctransit~comoxvalleytransitsystem~rt,bc-transit/975,,gtfs_rt,tu,BC Transit (Comox Valley Transit System),,,693,https://comox.mapstrat.com/current/gtfrealtime_TripUpdates.bin,0,,,https://www.bctransit.com/open-data/terms-of-use
f-c342-bctransit~kamloopstransitsystem~rt,bc-transit/979,,gtfs_rt,vp,BC Transit (Kamloops Transit System),,,707,http://kamloops.mapstrat.com/current/gtfrealtime_VehiclePositions.bin,0,,,https://www.bctransit.com/open-data/terms-of-use
f-c342-bctransit~kamloopstransitsystem~rt,bc-transit/977,,gtfs_rt,sa,BC Transit (Kamloops Transit System),,,707,http://kamloops.mapstrat.com/current/gtfrealtime_ServiceAlerts.bin,0,,,https://www.bctransit.com/open-data/terms-of-use
f-c342-bctransit~kamloopstransitsystem~rt,bc-transit/978,,gtfs_rt,tu,BC Transit (Kamloops Transit System),,,707,http://kamloops.mapstrat.com/current/gtfrealtime_TripUpdates.bin,0,,,https://www.bctransit.com/open-data/terms-of-use
f-c2g5-bctransit~kelownaregionaltransitsystem~rt,bc-transit/980,,gtfs_rt,sa,BC Transit (Kelowna Regional Transit System),,,704,http://kelowna.mapstrat.com/current/gtfrealtime_ServiceAlerts.bin,0,,,https://www.bctransit.com/open-data/terms-of-use
f-c2g5-bctransit~kelownaregionaltransitsystem~rt,bc-transit/981,,gtfs_rt,tu,BC Transit (Kelowna Regional Transit System),,,704,http://kelowna.mapstrat.com/current/gtfrealtime_TripUpdates.bin,0,,,https://www.bctransit.com/open-data/terms-of-use
f-c2g5-bctransit~kelownaregionaltransitsystem~rt,bc-transit/982,,gtfs_rt,vp,BC Transit (Kelowna Regional Transit System),,,704,http://kelowna.mapstrat.com/current/gtfrealtime_VehiclePositions.bin,0,,,https://www.bctransit.com/open-data/terms-of-use
f-c28-bctransit~victoriaregionaltransitsystem~rt,,,gtfs_rt,vp,BC Transit (Victoria Regional Transit System),,,695,http://victoria.mapstrat.com/current/gtfrealtime_VehiclePositions.bin,0,,,https://www.bctransit.com/open-data/terms-of-use
f-c28-bctransit~victoriaregionaltransitsystem~rt,,,gtfs_rt,sa,BC Transit (Victoria Regional Transit System),,,695,http://victoria.mapstrat.com/current/gtfrealtime_ServiceAlerts.bin,0,,,https://www.bctransit.com/open-data/terms-of-use
f-c28-bctransit~victoriaregionaltransitsystem~rt,,,gtfs_rt,tu,BC Transit (Victoria Regional Transit System),,,695,http://victoria.mapstrat.com/current/gtfrealtime_TripUpdates.bin,0,,,https://www.bctransit.com/open-data/terms-of-use
f-actransit~rt,ac-transit/579,,gtfs_rt,vp,Alameda-Contra Costa Transit District (AC Transit),,,1244,http://api.actransit.org/transit/gtfsrt/vehicles?token={API_KEY},3,https://api.actransit.org/transit/Account/Register,,http://www.actransit.org/data-terms-and-conditions/
f-actransit~rt,ac-transit/578,,gtfs_rt,sa,Alameda-Contra Costa Transit District (AC Transit),,,1244,http://api.actransit.org/transit/gtfsrt/alerts?token={API_KEY},3,https://api.actransit.org/transit/Account/Register,,http://www.actransit.org/data-terms-and-conditions/
f-actransit~rt,ac-transit/577,,gtfs_rt,tu,Alameda-Contra Costa Transit District (AC Transit),,,1244,http://api.actransit.org/transit/gtfsrt/tripupdates?token={API_KEY},3,https://api.actransit.org/transit/Account/Register,,http://www.actransit.org/data-terms-and-conditions/
f-c0z-bctransit~rdntransitsystem~rt,bc-transit/985,,gtfs_rt,vp,BC Transit - Regional District of Nanaimo (RDN) Transit System,,,692,http://nanaimo.mapstrat.com/current/gtfrealtime_VehiclePositions.bin,0,,,https://www.bctransit.com/open-data/terms-of-use
f-c0z-bctransit~rdntransitsystem~rt,bc-transit/983,,gtfs_rt,sa,BC Transit - Regional District of Nanaimo (RDN) Transit System,,,692,http://nanaimo.mapstrat.com/current/gtfrealtime_ServiceAlerts.bin,0,,,https://www.bctransit.com/open-data/terms-of-use
f-c0z-bctransit~rdntransitsystem~rt,bc-transit/984,,gtfs_rt,tu,BC Transit - Regional District of Nanaimo (RDN) Transit System,,,692,http://nanaimo.mapstrat.com/current/gtfrealtime_TripUpdates.bin,0,,,https://www.bctransit.com/open-data/terms-of-use
,,,gtfs_rt,vp,Port Alberni,,,761,https://bct.tmix.se/gtfs-realtime/vehicleupdates.pb?operatorIds=11,0,,,https://www.bctransit.com/open-data/terms-of-use
,,,gtfs_rt,sa,Port Alberni,,,761,https://bct.tmix.se/gtfs-realtime/alerts.pb?operatorIds=11,0,,,https://www.bctransit.com/open-data/terms-of-use
,,,gtfs_rt,tu,Port Alberni,,,761,https://bct.tmix.se/gtfs-realtime/tripupdates.pb?operatorIds=11,0,,,https://www.bctransit.com/open-data/terms-of-use
f-c2b6v-bctransit~squamishtransitsystem~rt,bc-transit/988,,gtfs_rt,vp,BC Transit (Squamish),,,701,http://squamish.mapstrat.com/current/gtfrealtime_VehiclePositions.bin,0,,,https://www.bctransit.com/open-data/terms-of-use
f-c2b6v-bctransit~squamishtransitsystem~rt,bc-transit/986,,gtfs_rt,sa,BC Transit (Squamish),,,701,http://squamish.mapstrat.com/current/gtfrealtime_ServiceAlerts.bin,0,,,https://www.bctransit.com/open-data/terms-of-use
f-c2b6v-bctransit~squamishtransitsystem~rt,bc-transit/987,,gtfs_rt,tu,BC Transit (Squamish),,,701,http://squamish.mapstrat.com/current/gtfrealtime_TripUpdates.bin,0,,,https://www.bctransit.com/open-data/terms-of-use
f-c2bt-bctransit~whistlertransitsystem~rt,bc-transit/991,,gtfs_rt,vp,BC Transit (Whistler Transit System),,,702,http://whistler.mapstrat.com/current/gtfrealtime_VehiclePositions.bin,0,,,https://www.bctransit.com/open-data/terms-of-use
f-c2bt-bctransit~whistlertransitsystem~rt,bc-transit/989,,gtfs_rt,sa,BC Transit (Whistler Transit System),,,702,http://whistler.mapstrat.com/current/gtfrealtime_ServiceAlerts.bin,0,,,https://www.bctransit.com/open-data/terms-of-use
f-c2bt-bctransit~whistlertransitsystem~rt,bc-transit/990,,gtfs_rt,tu,BC Transit (Whistler Transit System),,,702,http://whistler.mapstrat.com/current/gtfrealtime_TripUpdates.bin,0,,,https://www.bctransit.com/open-data/terms-of-use
f-saintlouis~rt,bi-state-development-agency/859,,gtfs_rt,vp,Metro St. Louis,,,190,https://www.metrostlouis.org/RealTimeData/StlRealTimeVehicles.pb,0,,,https://www.metrostlouis.org/developer-resources/
f-saintlouis~rt,bi-state-development-agency/1321,,gtfs_rt,sa,Metro St. Louis,,,190,https://www.metrostlouis.org/RealTimeData/StlRealTimeAlerts.pb,0,,,https://www.metrostlouis.org/developer-resources/
f-saintlouis~rt,bi-state-development-agency/858,,gtfs_rt,tu,Metro St. Louis,,,190,http://www.metrostlouis.org/RealTimeData/StlRealTimeTrips.pb,0,,,https://www.metrostlouis.org/developer-resources/
f-burt~rt,burlington-transit/893,,gtfs_rt,vp,Burlington Transit,,,724,http://opendata.burlington.ca/gtfs-rt/GTFS_VehiclePositions.pb,0,,,
f-burt~rt,burlington-transit/892,,gtfs_rt,sa,Burlington Transit,,,724,http://opendata.burlington.ca/gtfs-rt/GTFS_ServiceAlerts.pb,0,,,
f-burt~rt,burlington-transit/891,,gtfs_rt,tu,Burlington Transit,,,724,http://opendata.burlington.ca/gtfs-rt/GTFS_TripUpdates.pb,0,,,
f-calgarytransit~rt,calgary-transit/864,,gtfs_rt,vp,Calgary Transit,,,712,http://transitdata.calgary.ca/ctransit/vehiclepositions.pb,0,,,https://data.calgary.ca/stories/s/u45n-7awa/
f-calgarytransit~rt,calgary-transit/866,,gtfs_rt,sa,Calgary Transit,,,712,http://transitdata.calgary.ca/ctransit/alerts.pb,0,,,https://data.calgary.ca/stories/s/u45n-7awa/
f-calgarytransit~rt,calgary-transit/865,,gtfs_rt,tu,Calgary Transit,,,712,http://transitdata.calgary.ca/ctransit/tripupdates.pb,0,,,https://data.calgary.ca/stories/s/u45n-7awa/
,canberra-metro-operations/1182,,gtfs_rt,vp|sa|tu,Canberra Metro Operations,Canberra Metro Light Rail,"This source includes Vehicle Position, Trip Updates and Service Alerts entities under the same feed.",935,http://files.transport.act.gov.au/feeds/lightrail.pb,0,,,https://creativecommons.org/licenses/by/4.0/legalcode
f-cata~rt,capital-area-transportation-authority/505,,gtfs_rt,vp,Capital Area Transportation Authority,,,402,http://developers.cata.org/gtfsrt/vehicle/vehiclepositions.pb,0,,,https://www.cata.org/Portals/0/CATAGTFSLicenseAgreement20150323.pdf
f-cata~rt,capital-area-transportation-authority/503,,gtfs_rt,sa,Capital Area Transportation Authority,,,402,http://developers.cata.org/gtfsrt/alert/alerts.pb,0,,,https://www.cata.org/Portals/0/CATAGTFSLicenseAgreement20150323.pdf
f-cata~rt,capital-area-transportation-authority/504,,gtfs_rt,tu,Capital Area Transportation Authority,,,402,http://developers.cata.org/gtfsrt/tripupdate/tripupdates.pb,0,,,https://www.cata.org/Portals/0/CATAGTFSLicenseAgreement20150323.pdf
f-capitalmetro~rt,capital-metro/495,,gtfs_rt,vp,Capital Metro,,,150,https://data.texas.gov/download/eiei-9rpf/application%2Foctet-stream,0,,,https://www.capmetro.org/metrolabs/
f-capitalmetro~rt,capital-metro/496,,gtfs_rt,sa,Capital Metro,,,150,https://data.texas.gov/download/nusn-7fcn/application%2Foctet-stream,0,,,https://www.capmetro.org/metrolabs/
f-capitalmetro~rt,capital-metro/665,,gtfs_rt,tu,Capital Metro,,,150,https://data.texas.gov/download/rmk2-acnw/application%2Foctet-stream,0,,,https://www.capmetro.org/metrolabs/
f-cota~rt,,,gtfs_rt,vp,Central Ohio Transit Authority,,,404,http://realtime.cota.com/TMGTFSRealTimeWebService/Vehicle/VehiclePositions.pb,0,,,https://www.cota.com/data/
f-cota~rt,,,gtfs_rt,sa,Central Ohio Transit Authority,,,404,http://realtime.cota.com/TMGTFSRealTimeWebService/Alert/Alerts.pb,0,,,https://www.cota.com/data/
f-cota~rt,,,gtfs_rt,tu,Central Ohio Transit Authority,,,404,http://realtime.cota.com/TMGTFSRealTimeWebService/TripUpdate/TripUpdates.pb,0,,,https://www.cota.com/data/
f-kingston~rt,,,gtfs_rt,vp,Kingston Transit,,,733,https://api.cityofkingston.ca/gtfs-realtime/vehicleupdates.pb,0,,,
f-kingston~rt,,,gtfs_rt,sa,Kingston Transit,,,733,https://api.cityofkingston.ca/gtfs-realtime/alerts.pb,0,,,
f-kingston~rt,,,gtfs_rt,tu,Kingston Transit,,,733,https://api.cityofkingston.ca/gtfs-realtime/tripupdates.pb,0,,,
f-bigbluebus~rt,city-of-santa-monica/515,,gtfs_rt,vp,Big Blue Bus,,,37,http://gtfs.bigbluebus.com/vehiclepositions.bin,0,,,http://gtfs.bigbluebus.com/
f-bigbluebus~rt,city-of-santa-monica/514,,gtfs_rt,sa,Big Blue Bus,,,37,http://gtfs.bigbluebus.com/alerts.bin,0,,,http://gtfs.bigbluebus.com/
f-bigbluebus~rt,city-of-santa-monica/516,,gtfs_rt,tu,Big Blue Bus,,,37,http://gtfs.bigbluebus.com/tripupdates.bin,0,,,http://gtfs.bigbluebus.com/
f-northcountrytransitdistrict~rt,,,gtfs_rt,vp,North County Transit District (NCTD),,,14,https://api.goswift.ly/real-time/nctd/gtfs-rt-vehicle-positions,2,https://goswift.ly/realtime-api-key,authorization,https://www.goswift.ly/api-license
